pelicula,titulo_original,ano,director,generos,sinopsis,cartel,trailer,nota_filmaffinity_10,nota_imdb_10,tomatometer_100,popcornmeter_100,cine,fecha_hora,version,audio,subtitulos,formato,precio_eur,tipo_precio,tarifa_referencia,fuente,compra,consultado
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Bosque,2026-10-07T21:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140567&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Glòries,2026-10-07T21:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120714&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Gran Sarrià Club,2026-10-07T21:00:00+02:00,VO,,es,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117149&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Arenas de Barcelona,2026-10-07T21:20:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191938&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Balmes,2026-10-07T21:30:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187526&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
"PAPRIKA, DETECTIVE DE LOS SUEÑOS",Papurika,2006,Satoshi Kon,,El doctor Chiba ha descubierto la manera de meterse en los sueños de sus pacientes a través de una máquina con la que puede trabajar los temores más escondidos del subconsciente. Esta terapia experimental se descontrola cuando uno de estos dispositivos es robado del laboratorio y con el objetivo de adentrarse en la mente de la gente mientras duerme para destruir su personalidad. Proyección en VOSE,https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000aw.jpg,,,,,,Phenomena Experience,2026-10-07T22:00:00+02:00,VO,,es,,11.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Un tranvía llamado Deseo,A Streetcar Named Desire,1951,Elia Kazan,Drama,"Blanche está acostumbrada a vivir en el lujo, por eso no parece estar dispuesta a darse cuenta de que su familia se ha arruinado. Ni siquiera afronta la realidad cuando va a Nueva Orleans y se instala con su hermana, Stella, y su maleducado cuñado Stanley, quien no disimula su desagrado ante la recién llegada. Pero el verdadero problema de Blanche es su frágil estabilidad emocional y mental. Proyección en VOSE",https://pics.filmaffinity.com/a_streetcar_named_desire-958480971-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=953782,8.0,7.9,97.0,89.0,Phenomena Experience,2026-10-08T15:20:00+02:00,VO,,es,,9.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Arenas de Barcelona,2026-10-08T16:00:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191939&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Bosque,2026-10-08T16:00:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140568&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Glòries,2026-10-08T16:00:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120716&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Gran Sarrià Club,2026-10-08T16:00:00+02:00,Doblada,es,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117150&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Balmes,2026-10-08T16:15:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187527&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Phenomena Experience,2026-10-08T17:50:00+02:00,VO,,es,70 mm,18.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Bosque,2026-10-08T18:30:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140569&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Glòries,2026-10-08T18:30:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120718&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Gran Sarrià Club,2026-10-08T18:30:00+02:00,Doblada,es,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117151&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Arenas de Barcelona,2026-10-08T18:40:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191940&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Balmes,2026-10-08T18:50:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187528&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Bosque,2026-10-08T21:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140570&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Glòries,2026-10-08T21:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120717&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Gran Sarrià Club,2026-10-08T21:00:00+02:00,VO,,es,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117152&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Arenas de Barcelona,2026-10-08T21:20:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191941&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
LA BOLA NEGRA,La bola negra,2026,"Javier Ambrossi, Javier Calvo","Drama, Històric, Musical, Romanç, Bèl·lic","ESTRENO EL VIERNES 25 DE SEPTIEMBRE. Las vidas interconectadas de tres hombres en tres épocas distintas. Tres existencias íntimamente ligadas por la sexualidad y el deseo, el dolor y la herencia; y una de las últimas obras, inacabada, de Federico García Lorca. Proyección en Dolby Atmos y 4K",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000fb.jpg,https://www.youtube.com/watch?v=nXkdGP4VVWI,7.2,7.0,91.0,,Phenomena Experience,2026-10-08T21:20:00+02:00,,,,"4K, Dolby Atmos",12.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Verity. La sombra de un engaño,Verity,2026,Michael Showalter,"Thriller, Drama","Lowen Ashleigh es contratada como escritora fantasma por Jeremy Crawford para escribir las novelas de su esposa Verity, autora de bestsellers, impedida tras un accidente. Lowen descubre las inquietantes verdades de Verity mientras reside en casa de los Crawford para trabajar. (FILMAFFINITY)",https://pics.filmaffinity.com/verity-273395489-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=740344,,,,,Mooby Balmes,2026-10-08T21:30:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187529&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
EL TALENTO DE MR. RIPLEY,The Talented Mr. Ripley,1999,Anthony Minghella,"Drama, Intriga, Thriller","Tom Ripley (Matt Damon) es contratado por el padre de Dickie (Jude Law) para que viaje a Italia y entable amistad con este y termine convenciéndolo para vuelva a casa con el fin de dirigir la empresa familiar y pasar los últimos momentos con su madre enferma. Cuando conoce a Dickie, que es un playboy, Tom se queda fascinado con el estilo de vida que llevan él y su novia Marge (Gwyneth Paltrow). Rápidamente se acostumbra a ese modo de vida y a la compañía de Dickie, por el que empieza a sentir algo más que amistad. Proyección en 35 mm y VOSE",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000g2.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=545550,,7.4,85.0,80.0,Phenomena Experience,2026-10-09T15:00:00+02:00,VO,,es,35 mm,10.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
"What's Up, Doc?","What's Up, Doc?",1972,Peter Bogdanovich,,"Un homenatge magnífic a l’slapstick i a l’screwball comedy i, especialment, al film de Howard Hawks 'Bringing Up Baby'.",,,,7.6,88.0,88.0,Filmoteca de Catalunya — Sales Chomón i Laya,2026-10-09T17:00:00+02:00,VO,,ca,35 mm,4.0,published,General 4€; reducida 3€; programación infantil 2€,https://www.filmoteca.cat/web/ca/film/whats-doc,https://euromus.cultura.gencat.cat/filmoteca/venda/index.jsp?lang=1&nom_cache=FILMOTECA&property=FILMOTECA&codiActiv=1000&codiCicle=75,2026-09-21T09:17:45.870590+02:00
Trainspotting,Trainspotting,1996,Danny Boyle,Drama,"Mark Renton, un joven escocés de Edimburgo, y sus amigos son adictos a la heroína, lo que significa que viven fuera de la realidad, en un mundo aparte. Dentro del grupo hay un psicópata alcohólico y violento, un joven desesperado, un mujeriego con un conocimiento enciclopédico sobre Sean Connery y un entusiasta de las caminatas y de Iggy Pop. (FILMAFFINITY)",https://pics.filmaffinity.com/trainspotting-196178076-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=959573,8.0,8.1,93.0,93.0,Mooby Aribau / Aribau Cinema,2026-10-09T21:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=67581&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
AKIRA,Akira,1988,Katsuhiro Otomo,"Animación, Ciencia ficción, Acción, Thriller","Año 2019. Neo-Tokyo es una ciudad construida sobre las ruinas de la antigua capital japonesa destruida tras la Tercera Guerra Mundial. Japón es un país al borde del colapso que sufre continuas crisis políticas. En secreto, un equipo de científicos ha reanudado por orden del ejército un experimento para encontrar a individuos que puedan controlar el arma definitiva: una fuerza denominada ""la energía absoluta"". Pero los habitantes de Neo-Tokyo tienen otras cosas de las que preocuparse. Uno de ellos es Kaneda, un joven pandillero líder de una banda de motoristas. Durante una pelea, su mejor amigo, Tetsuo, sufre un extraño accidente y termina ingresado en unas instalaciones militares. Allí los científicos descubrirán que es el poseedor de la energía absoluta. Pero Tetsuo, que no se resigna a convertirse en un conejillo de indias, muy pronto se convertirá en la amenaza más grande que el mundo ha conocido. Proyección en 4K y VOSE.",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000a0.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=144113,7.6,8.0,,,Phenomena Experience,2026-10-09T23:25:00+02:00,VO,,es,4K,12.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Hoppers,Hoppers,2026,Daniel Chong,"Animación, Comedia, Ciencia ficción","En Hoppers, los científicos han descubierto la tecnología para instalar la conciencia humana a animales robóticos hiperrealistas, lo que permite a las personas comunicarse con los animales como si fueran uno de ellos. Gracias a esta nueva tecnología, Mabel (Curda) descubrirá misterios dentro del mundo animal que van mucho más allá de lo que jamás imaginó.",https://pics.filmaffinity.com/hoppers-343289386-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=150426,6.7,7.2,94.0,93.0,Cine Yelmo Westfield La Maquinista,2026-10-10T16:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45536%2Fhoppers%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Queen: Hungarian Rhapsody - Live in Budapest,Varázslat: A Queen Budapesten,1986,János Zsombolyai,"Documentary, Musical","El 27 de julio de 1986, Queen dio el concierto en estadio más grande de la historia en el Népstadion de Budapest, frente a 80,000 fans eufóricos. El concierto fue parte de la famosa gira Magic Tour, que fue la última vez que la banda salió de gira con el cantante principal, Freddie Mercury. Ahora, esta película original del concierto ha sido reescaneada y remasterizada de manera espectacular en 4K, junto con una nueva y dinámica mezcla de audio, que incluye muchas de las canciones favoritas de Queen: Bohemian Rhapsody, Crazy Little Thing Called Love, I Want To Break Free y We Are The Champions. A tres años de la caída del Muro de Berlín, este fue el primer concierto de rock occidental que se hizo en un estadio detrás de lo que entonces se conocía como la Cortina de Hierro. Fue tan importante para las autoridades húngaras y la industria cinematográfica que se reunió a un grupo de los mejores camarógrafos y técnicos del país para grabarlo y conservarlo como un recuerdo para el futuro. Proyección en Dolby Atmos, 4K y VOSE",https://www.bizcochito.es/img/tt0093427-es-pos.webp,,,8.6,,,Phenomena Experience,2026-10-10T18:00:00+02:00,VO,,es,"4K, Dolby Atmos",15.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Queen Budapest,,2012,János Zsombolyai,,,https://pics.filmaffinity.com/hungarian_rhapsody_queen_live_in_budapest_86-625888307-large.jpg,,7.9,,,,Mooby Arenas de Barcelona,2026-10-10T19:45:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=190771&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Queen Budapest,,2012,János Zsombolyai,,,https://pics.filmaffinity.com/hungarian_rhapsody_queen_live_in_budapest_86-625888307-large.jpg,,7.9,,,,Cine Yelmo Westfield La Maquinista,2026-10-10T20:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F44860%2Fqueen-budapest%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Queen: Hungarian Rhapsody - Live in Budapest,Varázslat: A Queen Budapesten,1986,János Zsombolyai,"Documentary, Musical","El 27 de julio de 1986, Queen dio el concierto en estadio más grande de la historia en el Népstadion de Budapest, frente a 80,000 fans eufóricos. El concierto fue parte de la famosa gira Magic Tour, que fue la última vez que la banda salió de gira con el cantante principal, Freddie Mercury. Ahora, esta película original del concierto ha sido reescaneada y remasterizada de manera espectacular en 4K, junto con una nueva y dinámica mezcla de audio, que incluye muchas de las canciones favoritas de Queen: Bohemian Rhapsody, Crazy Little Thing Called Love, I Want To Break Free y We Are The Champions. A tres años de la caída del Muro de Berlín, este fue el primer concierto de rock occidental que se hizo en un estadio detrás de lo que entonces se conocía como la Cortina de Hierro. Fue tan importante para las autoridades húngaras y la industria cinematográfica que se reunió a un grupo de los mejores camarógrafos y técnicos del país para grabarlo y conservarlo como un recuerdo para el futuro. Proyección en Dolby Atmos, 4K y VOSE",https://www.bizcochito.es/img/tt0093427-es-pos.webp,,,8.6,,,Cinemes Girona,2026-10-10T22:00:00+02:00,VO,en,es,,12.0,published,Lun./mar./jue. 7€; miércoles 5€; vie./sáb./dom. 9€; Atmos +1€,https://www.cinemesgirona.cat/queen-hungarian-rhapsody-live-in-budapest,https://girona.admit-one.eu/?p=tickets&perfCode=40425&language=CAT,2026-09-15T09:45:19.894000+02:00
